PMID,miRNA,disease
33790645,hsa-mir-1290,Urinary Bladder Neoplasms
34273985,hsa-mir-376c,"Thyroid Cancer, Papillary"
34273985,hsa-mir-376c,Holoprosencephaly 7
33006481,hsa-mir-376c,Ovarian Neoplasms
34950770,hsa-mir-376c,"Thyroid Cancer, Papillary"
33469348,hsa-mir-376c,"Carcinoma, Hepatocellular"
32190005,hsa-mir-376c,Stomach Neoplasms
30405823,hsa-mir-376c,Neuroblastoma
31814904,hsa-mir-376c,Squamous Cell Carcinoma of Head and Neck
30659020,hsa-mir-2392,"Ehlers-Danlos Syndrome, musculocontractural type 1"
31652445,hsa-mir-2392,Keloid
30659020,hsa-mir-2392,Squamous Cell Carcinoma of Head and Neck
30908634,hsa-mir-2392,"Carcinoma, Hepatocellular"
34307661,hsa-mir-663a,Intervertebral Disc Degeneration
32633150,hsa-mir-663a,Osteosarcoma
32514244,hsa-mir-663a,Triple Negative Breast Neoplasms
32982421,hsa-mir-663a,Osteosarcoma
32904464,hsa-mir-152,Cardiomyopathies
35747689,hsa-mir-152,Stomach Neoplasms
35563023,hsa-mir-152,"Hand, Foot and Mouth Disease"
35123415,hsa-mir-152,Prostatic Neoplasms
34158095,hsa-mir-152,Osteoarthritis
33682607,hsa-mir-152,"Lymphoma, Large B-Cell, Diffuse"
32454145,hsa-mir-152,Glioma
36257574,hsa-mir-152,Depression
36257574,hsa-mir-152,Chronic Pain
34712388,hsa-mir-152,Myocardial Infarction
32724428,hsa-mir-152,Glioma
32194780,hsa-mir-152,Melanoma
36082713,hsa-mir-152,"Carcinoma, Hepatocellular"
33356812,hsa-mir-152,Colonic Neoplasms
33356812,hsa-mir-152,Colitis
33269380,hsa-mir-152,"Carcinoma, Non-Small-Cell Lung"
32227563,hsa-mir-152,"Carcinoma, Non-Small-Cell Lung"
31269585,hsa-mir-152,Prostatic Neoplasms
30661902,hsa-mir-152,Osteosarcoma
30659641,hsa-mir-152,Endometrial Neoplasms
33192200,hsa-mir-152,Osteoarthritis
33192200,hsa-mir-152,Cartilage Diseases
30485546,hsa-mir-152,Neuralgia
33611824,hsa-mir-152,Uterine Cervical Neoplasms
36892495,hsa-mir-152,Ovarian Neoplasms
35281849,hsa-mir-152,Ovarian Neoplasms
35117758,hsa-mir-152,Stomach Neoplasms
34820010,hsa-mir-152,"Carcinoma, Non-Small-Cell Lung"
32913475,hsa-mir-152,Breast Neoplasms
32948650,hsa-mir-99b,Liver Neoplasms
33205517,hsa-mir-99b,Leukemia
32343508,hsa-mir-99b,Brain Ischemia
33425108,hsa-mir-99b,"Carcinoma, Renal Cell"
30984249,hsa-mir-99b,Urinary Bladder Neoplasms
32252875,hsa-mir-99b,Melanoma
32252875,hsa-mir-99b,Squamous Cell Carcinoma of Head and Neck
32814818,hsa-mir-99b,Cardiomyopathies
34031369,hsa-mir-99b,Osteoarthritis
31588838,hsa-mir-99b,"Arthritis, Rheumatoid"
32124161,hsa-mir-1202,Histiocytic Sarcoma
31028805,hsa-mir-1202,"Anemia, Aplastic"
33019495,hsa-mir-6133,Fibrosis
33019495,hsa-mir-6133,"Hepatitis B, Chronic"
32720699,hsa-mir-1228,Fibrosis
31421050,hsa-mir-1228,Liver Neoplasms
36696967,hsa-mir-1228,"Carcinoma, Non-Small-Cell Lung"
31942183,hsa-mir-1228,Ovarian Neoplasms
32952069,hsa-mir-769,Stomach Neoplasms
31901150,hsa-mir-769,Urinary Bladder Neoplasms
30601026,hsa-mir-769,"Carcinoma, Non-Small-Cell Lung"
33732308,hsa-mir-769,Prostatic Neoplasms
31858564,hsa-mir-133,Diabetic Nephropathies
30458455,hsa-mir-133,"Carcinoma, Non-Small-Cell Lung"
34335946,hsa-mir-133,Squamous Cell Carcinoma of Head and Neck
32685535,hsa-mir-133,Myocardial Reperfusion Injury
34295552,hsa-mir-133,Stomach Neoplasms
35783018,hsa-mir-136,"Pneumonia, Mycoplasma"
35236239,hsa-mir-136,Dehydration
34583619,hsa-mir-136,Adrenocorticotropic hormone deficiency
35234989,hsa-mir-136,Triple Negative Breast Neoplasms
31069828,hsa-mir-136,Osteosarcoma
30851548,hsa-mir-136,"Carcinoma, Non-Small-Cell Lung"
35958507,hsa-mir-136,Stomach Neoplasms
35743464,hsa-mir-136,Tuberous Sclerosis 1
35583913,hsa-mir-136,Venous Thrombosis
31186737,hsa-mir-136,Osteosarcoma
31131445,hsa-mir-136,Neuralgia
35794253,hsa-mir-136,Stomach Neoplasms
34153299,hsa-mir-136,"Carcinoma, Hepatocellular"
31960961,hsa-mir-136,"Carcinoma, Non-Small-Cell Lung"
31146345,hsa-mir-136,Breast Neoplasms
36748746,hsa-mir-136,"Fibrosis, Renal"
34839459,hsa-mir-136,"Reperfusion Injury, Cerebral Ischemia"
34691252,hsa-mir-136,Endometrial Neoplasms
34056112,hsa-mir-136,Melanoma
31814886,hsa-mir-136,Thyroid Neoplasms
36884165,hsa-mir-136,Esophageal Squamous Cell Carcinoma
36533720,hsa-mir-136,Esophageal Squamous Cell Carcinoma
36580691,hsa-mir-542,"Depressive Disorder, Major"
35029589,hsa-mir-542,Urinary Bladder Neoplasms
34030715,hsa-mir-542,Colorectal Neoplasms
33016206,hsa-mir-542,Heart Failure
33016206,hsa-mir-542,Dmd-Associated Dilated Cardiomyopathy
31939620,hsa-mir-542,Esophageal Squamous Cell Carcinoma
32882762,hsa-mir-542,Hyperlipidemias
32882762,hsa-mir-542,Retinitis
32105410,hsa-mir-542,Osteosarcoma
35318311,hsa-mir-542,Breast Neoplasms
30820263,hsa-mir-1a,Insulin Resistance
33864447,hsa-mir-1a,Bone Diseases
34512545,hsa-mir-1a,Diabetic Nephropathies
35346765,hsa-mir-731,Heart Diseases
31479757,hsa-mir-731,Craniocerebral Trauma
35783017,hsa-mir-802,Colonic Neoplasms
34547282,hsa-mir-802,Pancreatitis
32211804,hsa-mir-802,Inflammatory Bowel Diseases
31696241,hsa-mir-802,Acute Lung Injury
35633990,hsa-mir-802,Breast Neoplasms
33506921,hsa-mir-802,Myocardial Infarction
35579168,hsa-mir-802,Esophageal Neoplasms
33715222,hsa-mir-497b,Reperfusion Injury
31217870,hsa-mir-21b,Brain Injuries
32016695,hsa-mir-125b-1,Cardiotoxicity
34874752,hsa-mir-196b,Mesothelioma
31674022,hsa-mir-196b,Stomach Neoplasms
31299165,hsa-mir-196b,"Carcinoma, Hepatocellular"
34557649,hsa-mir-196b,Alzheimer Disease
31632480,hsa-mir-196b,"Carcinoma, Hepatocellular"
33247705,hsa-mir-196b,Precursor Cell Lymphoblastic Leukemia-Lymphoma
30454973,hsa-mir-196b,Squamous Cell Carcinoma of Head and Neck
36908025,hsa-mir-196b,Ovarian Neoplasms
32308564,hsa-mir-196b,Colorectal Neoplasms
35466323,hsa-mir-196,Cholangiocarcinoma
35706403,hsa-mir-1225,Keloid
33336045,hsa-mir-1225,Glioblastoma
34603558,hsa-mir-1225,Glioma
33708462,hsa-mir-1225,Colorectal Neoplasms
33442263,hsa-mir-1225,Osteosarcoma
33577030,hsa-mir-1225,"Carcinoma, Non-Small-Cell Lung"
32022476,hsa-mir-422a,"Carcinoma, Hepatocellular"
32012318,hsa-mir-422a,Esophageal Squamous Cell Carcinoma
34496838,hsa-mir-422a,Colorectal Neoplasms
34007185,hsa-mir-422a,Thyroid Neoplasms
32913542,hsa-mir-422a,Stomach Neoplasms
36192016,hsa-mir-1303,Liver Neoplasms
34544967,hsa-mir-1303,Cardiotoxicity
36632453,hsa-mir-1303,Osteosarcoma
36057384,hsa-mir-1303,Tuberculosis
34102610,hsa-mir-1303,Osteosarcoma
36796622,hsa-mir-1278,Glioma
34691176,hsa-mir-1278,Squamous Cell Carcinoma of Head and Neck
35545369,hsa-mir-23a,Colorectal Neoplasms
35096064,hsa-mir-23a,Colonic Neoplasms
34109193,hsa-mir-23a,Colorectal Neoplasms
36039677,hsa-mir-99a,Mitochondrial Diseases
36039677,hsa-mir-99a,Insulin Resistance
36039677,hsa-mir-99a,Muscular Atrophy
36630972,hsa-mir-99a,Duane Retraction Syndrome
36039677,hsa-mir-99a,Hepatolenticular Degeneration
32932948,hsa-mir-99a,Adenocarcinoma of Lung
32458348,hsa-mir-99a,Allergic Inflammation
31703316,hsa-mir-99a,Down Syndrome
31587482,hsa-mir-99a,Urinary Bladder Neoplasms
31210292,hsa-mir-99a,Ovarian Neoplasms
30526546,hsa-mir-99a,Retinoblastoma
35845501,hsa-mir-99a,Uterine Cervical Neoplasms
35532870,hsa-mir-99a,Uterine Cervical Neoplasms
35148461,hsa-mir-99a,Urinary Bladder Neoplasms
32526811,hsa-mir-99a,Stomach Neoplasms
33564439,hsa-mir-99a,Diabetic Nephropathies
30904360,hsa-mir-99a,Squamous Cell Carcinoma of Head and Neck
35929417,hsa-mir-346,Leukemia
32319541,hsa-mir-346,"Pneumonia, Mycoplasma"
35761326,hsa-mir-346,Leishmaniasis
32453597,hsa-mir-346,"Carcinoma, Renal Cell"
31972611,hsa-mir-346,"Cholangitis, Sclerosing, Primary"
31298469,hsa-mir-346,"Carcinoma, Renal Cell"
35515212,hsa-mir-346,Stomach Neoplasms
30555237,hsa-mir-346,Osteosarcoma
33817231,hsa-mir-346,Osteosarcoma
36856205,hsa-mir-506,High Grade Ovarian Neoplasms
36841801,hsa-mir-506,Colorectal Neoplasms
35109849,hsa-mir-506,Prostatic Neoplasms
33712887,hsa-mir-506,Glioma
32713345,hsa-mir-506,Colorectal Neoplasms
31002136,hsa-mir-506,"Thyroid Cancer, Papillary"
30927925,hsa-mir-506,Colorectal Neoplasms
36470227,hsa-mir-506,Neuralgia
33638773,hsa-mir-506,Asthma
32009853,hsa-mir-506,Glioma
33666835,hsa-mir-506,"Carcinoma, Non-Small-Cell Lung"
33621206,hsa-mir-506,Osteosarcoma
30980388,hsa-mir-506,Laryngeal Neoplasms
31957704,hsa-mir-506,Non-alcoholic Fatty Liver Disease
31957704,hsa-mir-506,Diabetic Nephropathies
31933931,hsa-mir-506,"Carcinoma, Hepatocellular"
31571997,hsa-mir-506,Retinoblastoma
33899079,hsa-mir-506,Stomach Neoplasms
33336050,hsa-mir-506,Glioma
36447254,hsa-mir-506,Stomach Neoplasms
36156333,hsa-mir-506,Breast Neoplasms
35154460,hsa-mir-506,Ovarian Neoplasms
34522453,hsa-mir-506,Pancreatic Neoplasms
32757169,hsa-mir-339,Intestinal Diseases
35872698,hsa-mir-339,Glioma
35782062,hsa-mir-339,Glioma
35151575,hsa-mir-339,Polycystic Ovary Syndrome
34395629,hsa-mir-339,Laryngeal Neoplasms
36175341,hsa-mir-339,"Pain, Postoperative"
31588120,hsa-mir-339,Pancreatic Carcinoma
34329471,hsa-mir-339,Breast Neoplasms
33849089,hsa-mir-339,Coronary Disease
35929185,hsa-mir-339,Melanoma
35116655,hsa-mir-339,Stomach Neoplasms
33149611,hsa-mir-339,Ovarian Neoplasms
36387061,hsa-mir-1249,Osteosarcoma
32159255,hsa-mir-1249,Colonic Neoplasms
36808266,hsa-mir-1249,"Carcinoma, Non-Small-Cell Lung"
33658793,hsa-mir-1249,Stomach Neoplasms
35814430,hsa-mir-658,Stomach Neoplasms
36794620,hsa-mir-499a,Colorectal Neoplasms
36207305,hsa-mir-499a,Bipolar Disorder
34808501,hsa-mir-499a,Uterine Cervical Neoplasms
34632168,hsa-mir-499a,Ischemic Stroke
32661474,hsa-mir-499a,"Carcinoma, Pancreatic Ductal"
32184620,hsa-mir-6165,Stomach Neoplasms
36794620,hsa-mir-6769b,Colorectal Neoplasms
33737240,hsa-mir-552,Hyperlipidemias
35412486,hsa-mir-552,Inflammatory Bowel Diseases
34803403,hsa-mir-552,Esophageal Neoplasms
31815639,hsa-mir-552,Ovarian Neoplasms
34035814,hsa-mir-552,Stomach Neoplasms
32044726,hsa-mir-552,"Carcinoma, Hepatocellular"
35372039,hsa-mir-552,Breast Neoplasms
32485903,hsa-mir-1233,Alzheimer Disease
36121635,hsa-mir-188,Cholangiocarcinoma
34761614,hsa-mir-188,"Lymphoma, Natural   Killer/T-Cell"
33742497,hsa-mir-188,Squamous Cell Carcinoma of Head and Neck
31062614,hsa-mir-188,"Leukemia, Myeloid, Acute"
32377998,hsa-mir-188,Cardiomegaly
31819510,hsa-mir-188,Retinoblastoma
34355586,hsa-mir-188,"Carcinoma, Hepatocellular"
30728036,hsa-mir-188,Pancreatic Carcinoma
35127703,hsa-mir-188,Myocardial Infarction
33902604,hsa-mir-188,Breast Neoplasms
33344773,hsa-mir-188,"Carcinoma, Non-Small-Cell Lung"
31018244,hsa-mir-16-2,Osteosarcoma
34349786,hsa-mir-16-2,Pneumoconiosis
35663194,hsa-mir-664a,Cardiovascular Diseases
32749762,hsa-mir-664a,Osteosarcoma
31632001,hsa-mir-664a,"Pulmonary Disease, Chronic Obstructive"
30883979,hsa-mir-664a,Stomach Neoplasms
36531954,hsa-mir-664a,Intervertebral Disc Degeneration
34704284,hsa-mir-377,"Hernias, Diaphragmatic, Congenital"
34801077,hsa-mir-377,Norrie disease
30408478,hsa-mir-377,Osteochondritis Dissecans
30408478,hsa-mir-377,Brain Ischemia
36252156,hsa-mir-377,Esophageal Squamous Cell Carcinoma
34779493,hsa-mir-377,Uterine Cervical Neoplasms
33667514,hsa-mir-377,"Carcinoma, Hepatocellular"
31608997,hsa-mir-377,Prostatic Neoplasms
31378455,hsa-mir-377,Glioma
32550825,hsa-mir-377,"Carcinoma, Non-Small-Cell Lung"
35876160,hsa-mir-377,Endometrial Neoplasms
34055978,hsa-mir-377,Colonic Neoplasms
32614236,hsa-mir-377,Neuroblastoma
32077748,hsa-mir-377,Prostatic Neoplasms
31368365,hsa-mir-377,"Carcinoma, Hepatocellular"
31188482,hsa-mir-377,Stomach Neoplasms
31041680,hsa-mir-377,Ovarian Neoplasms
35516861,hsa-mir-377,Melanoma
35057851,hsa-mir-377,"Carcinoma, Hepatocellular"
32440152,hsa-mir-377,Osteosarcoma
33817324,hsa-mir-377,"Diabetes, Gestational"
33621591,hsa-mir-377,Squamous Cell Carcinoma of Head and Neck
33569426,hsa-mir-377,Ovarian Neoplasms
33209874,hsa-mir-377,"Carcinoma, Hepatocellular"
32523352,hsa-mir-377,Uterine Cervical Neoplasms
33571038,hsa-mir-377,Squamous Cell Carcinoma of Head and Neck
34031995,hsa-mir-23,Posterior Segment Ocular Diseases
33777193,hsa-mir-23,"Arthritis, Rheumatoid"
32801893,hsa-mir-23,Melanoma
31933920,hsa-mir-23,Reperfusion Injury
35119030,hsa-mir-23,Diabetic Nephropathies
33649837,hsa-mir-23,Pituitary Neoplasms
31421833,hsa-mir-496,"Carcinoma, Non-Small-Cell Lung"
31310044,hsa-mir-496,Glioma
30998968,hsa-mir-496,Osteosarcoma
32518524,hsa-mir-496,Prostatic Neoplasms
34514167,hsa-mir-496,Stomach Neoplasms
32982585,hsa-mir-496,Prostatic Neoplasms
36806197,hsa-mir-187,Anovulation
36806197,hsa-mir-187,Embryo Loss
35813344,hsa-mir-187,Hemangioma
30904666,hsa-mir-187,Infant Nutrition Disorders
30904666,hsa-mir-187,Anxiety Disorders
31858559,hsa-mir-187,Glioma
32132039,hsa-mir-187,Uterine Cervical Neoplasms
33230459,hsa-mir-187,Thyroid Neoplasms
36140281,hsa-mir-499,"Cardiomyopathy, Hypertrophic"
35307061,hsa-mir-499,Cardiomyopathies
33986849,hsa-mir-499,Myocardial Reperfusion Injury
32377693,hsa-mir-499,Reperfusion Injury
31708788,hsa-mir-499,Myocardial Infarction
31708788,hsa-mir-499,Heart Diseases
34709490,hsa-mir-499,Subarachnoid Hemorrhage
31155864,hsa-mir-664,Brain Ischemia
31850259,hsa-mir-664,Osteosarcoma
32340411,hsa-mir-337,Osteochondrodysplasias
34912331,hsa-mir-337,Tuberculosis
34481218,hsa-mir-337,Breast Neoplasms
34424826,hsa-mir-337,Osteosarcoma
30883336,hsa-mir-337,Uterine Cervical Neoplasms
35279965,hsa-mir-337,Uterine Cervical Neoplasms
34697729,hsa-mir-337,Osteoarthritis
33587353,hsa-mir-337,Pancreatic Carcinoma
36426731,hsa-mir-337,"Carcinoma, Non-Small-Cell Lung"
35320950,hsa-mir-1271,"Carcinoma, Renal Cell"
34613933,hsa-mir-1271,"Prostatic Neoplasms, Castration-Resistant"
32515146,hsa-mir-1271,Adenocarcinoma of Lung
32414231,hsa-mir-1271,Ovarian Neoplasms
32275316,hsa-mir-1271,"Carcinoma, Hepatocellular"
36226250,hsa-mir-1271,Uterine Cervical Neoplasms
35970002,hsa-mir-1271,Endometriosis
34730253,hsa-mir-1271,Diabetes Mellitus
34409981,hsa-mir-1271,"Diabetes Mellitus, Type 2"
34409981,hsa-mir-1271,Alzheimer Disease
31411791,hsa-mir-1271,Ovarian Neoplasms
31298316,hsa-mir-1271,Endometrial Neoplasms
31695412,hsa-mir-1271,Ovarian Neoplasms
31014672,hsa-mir-619,Asthma
32407172,hsa-mir-619,Stomach Neoplasms
32156248,hsa-mir-619,"Carcinoma, Hepatocellular"
31644316,hsa-mir-619,"Thyroid Cancer, Papillary"
31385350,hsa-mir-619,"Infant, Small For Gestational Age"
30967266,hsa-mir-619,"Carcinoma, Squamous Cell, Cutaneous"
30468709,hsa-mir-619,"Carcinoma, Hepatocellular"
33281873,hsa-mir-619,Retinoblastoma
31930044,hsa-mir-619,"Thyroid Cancer, Papillary"
35658886,hsa-mir-296,Breast Neoplasms
32329819,hsa-mir-296,Osteoarthritis
31678422,hsa-mir-296,Thyroid Neoplasms
31563901,hsa-mir-296,Pancreatic Carcinoma
30597763,hsa-mir-296,"Diabetes Mellitus, Type 2"
30597763,hsa-mir-296,Obesity
35190765,hsa-mir-296,Femur Head Necrosis
33664565,hsa-mir-296,Colorectal Neoplasms
33191176,hsa-mir-296,"Arthritis, Rheumatoid"
32320856,hsa-mir-296,"Carcinoma, Hepatocellular"
31565837,hsa-mir-296,Cholangiocarcinoma
31433907,hsa-mir-296,Neuroblastoma
30915753,hsa-mir-296,"Thyroid Cancer, Papillary"
33281971,hsa-mir-296,Adenocarcinoma of Lung
34313353,hsa-mir-296,"Carcinoma, Non-Small-Cell Lung"
33479208,hsa-mir-296,"Thyroid Cancer, Papillary"
32463728,hsa-mir-296,Renal Insufficiency
30652956,hsa-mir-296,Peritoneal Fibrosis
35874630,hsa-mir-296,Colorectal Neoplasms
34899909,hsa-mir-296,"Carcinoma, Hepatocellular"
33204608,hsa-mir-296,Osteosarcoma
35416273,hsa-mir-384,Neurotoxicity Syndromes
31813493,hsa-mir-384,Intraoperative Awareness
34459789,hsa-mir-384,Glioma
33634966,hsa-mir-384,Urinary Bladder Neoplasms
33531646,hsa-mir-384,Squamous Cell Carcinoma of Head and Neck
31998791,hsa-mir-384,"Thyroid Cancer, Papillary"
31891679,hsa-mir-384,Osteoporosis
31238052,hsa-mir-384,Laryngeal Neoplasms
30581000,hsa-mir-384,Nasopharyngeal Carcinoma
30551528,hsa-mir-384,Esophageal Squamous Cell Carcinoma
30548664,hsa-mir-384,Laryngeal Neoplasms
30442874,hsa-mir-384,"Carcinoma, Non-Small-Cell Lung"
31894288,hsa-mir-384,Parkinson Disease
36707017,hsa-mir-384,Brain Ischemia
35493691,hsa-mir-384,Osteosarcoma
30803283,hsa-mir-590,Osteoporosis
35279660,hsa-mir-590,Glioma
34159524,hsa-mir-590,Fetal Growth Retardation
32841053,hsa-mir-590,"Carcinoma, Non-Small-Cell Lung"
31618425,hsa-mir-590,Diabetic Retinopathy
31331909,hsa-mir-590,Nasopharyngeal Carcinoma
31013711,hsa-mir-590,Ovarian Neoplasms
30936265,hsa-mir-590,Osteosarcoma
33332780,hsa-mir-590,Diabetic Neuropathies
33002446,hsa-mir-590,Sepsis
31571903,hsa-mir-590,"Thyroid Cancer, Papillary"
35640631,hsa-mir-590,Stomach Neoplasms
32749665,hsa-mir-590,Ovarian Neoplasms
35305106,hsa-mir-590,Ovarian Neoplasms
35031966,hsa-mir-590,"Carcinoma, Non-Small-Cell Lung"
33610681,hsa-mir-590,Stomach Neoplasms
32588766,hsa-mir-590,Pancreatic Carcinoma
33149617,hsa-mir-590,"Carcinoma, Pancreatic Ductal"
31858539,hsa-mir-541,"Carcinoma, Hepatocellular"
35062330,hsa-mir-541,Porcine Reproductive and Respiratory Syndrome
31934078,hsa-mir-541,Diabetic Nephropathies
35802304,hsa-mir-487b,Spinal Cord Injuries
32568133,hsa-mir-487b,Osteosarcoma
34595994,hsa-mir-488,Ovarian Neoplasms
32862195,hsa-mir-488,"Thyroid Cancer, Papillary"
31943867,hsa-mir-488,"Thyroid Cancer, Papillary"
31243806,hsa-mir-488,Esophageal Squamous Cell Carcinoma
33442254,hsa-mir-488,"Ischemic Stroke, Cerebral"
32271408,hsa-mir-488,Ovarian Neoplasms
36449143,hsa-mir-488,Stomach Neoplasms
34102644,hsa-mir-488,Spinal Cord Injuries
34020639,hsa-mir-488,Squamous Cell Carcinoma of Head and Neck
33107391,hsa-mir-488,"Thyroid Cancer, Papillary"
33598394,hsa-mir-488,Osteosarcoma
36856174,hsa-mir-12200,Osteoporosis
36800052,hsa-mir-450b,Osteoporosis
36786348,hsa-mir-450b,"Carcinoma, Hepatocellular"
32532961,hsa-mir-450b,"Reperfusion Injury, Hepatic Ischemia"
32324311,hsa-mir-450b,Glioblastoma
32297697,hsa-mir-450b,"Carcinoma, Non-Small-Cell Lung"
36656498,hsa-mir-450b,Reperfusion Injury
31222833,hsa-mir-450b,"Carcinoma, Hepatocellular"
35261900,hsa-mir-450b,"Carcinoma, Non-Small-Cell Lung"
36289596,hsa-mir-99a,Lung Neoplasms
35858900,hsa-mir-4739,"Carcinoma, Hepatocellular"
34193130,hsa-mir-636,"Carcinoma, Endometrioid"
34193130,hsa-mir-636,Endometrial Neoplasms
33691558,hsa-mir-151b,Oophoritis
33416111,hsa-mir-882,Osteoporosis
35173533,hsa-mir-484,"Corneal dystrophy, epithelial basement membrane"
32985776,hsa-mir-484,Stomach Neoplasms
30537115,hsa-mir-484,"Carcinoma, Hepatocellular"
33469315,hsa-mir-484,"Carcinoma, Renal Cell"
31845557,hsa-mir-484,Reperfusion Injury
34414449,hsa-mir-1276,Breast Neoplasms
31889902,hsa-mir-1276,Stomach Neoplasms
33907947,hsa-mir-1914,"Carcinoma, Hepatocellular"
34296306,hsa-mir-638,"Carcinoma, Non-Small-Cell Lung"
31379206,hsa-mir-638,Squamous Cell Carcinoma of Head and Neck
34395238,hsa-mir-638,Multiple Myeloma
32774724,hsa-mir-638,"Carcinoma, Renal Cell"
34630673,hsa-mir-638,Ovarian Neoplasms
36518289,hsa-mir-491,Colorectal Neoplasms
33015772,hsa-mir-491,Pancreatic Carcinoma
32176315,hsa-mir-491,"Osteoporosis, Postmenopausal"
30599813,hsa-mir-491,Polycystic Ovary Syndrome
35788362,hsa-mir-491,Stomach Neoplasms
35506168,hsa-mir-491,Glioblastoma
34685504,hsa-mir-491,Triple Negative Breast Neoplasms
34070455,hsa-mir-491,Chondrosarcoma
33789360,hsa-mir-491,Pancreatic Carcinoma
32808668,hsa-mir-491,Precursor Cell Lymphoblastic Leukemia-Lymphoma
32275336,hsa-mir-491,Adenocarcinoma of Lung
36762032,hsa-mir-491,Pancreatic Carcinoma
34729101,hsa-mir-491,Glioma
32669856,hsa-mir-491,"Carcinoma, Non-Small-Cell Lung"
32351330,hsa-mir-491,Stomach Neoplasms
33342041,hsa-mir-491,Ovarian Neoplasms
31272362,hsa-mir-491,Lung Neoplasms
35337159,hsa-mir-491,Osteosarcoma
33146005,hsa-mir-491,Uterine Cervical Neoplasms
33061615,hsa-mir-491,Breast Neoplasms
30808969,hsa-mir-165,Dehydration
31262291,hsa-mir-133b,Palatal Neoplasms
36717039,hsa-mir-133b,Breast Neoplasms
36327779,hsa-mir-133b,"Carcinoma, Non-Small-Cell Lung"
35638462,hsa-mir-133b,Pancreatic Carcinoma
34878161,hsa-mir-133b,Squamous Cell Carcinoma of Head and Neck
34355586,hsa-mir-133b,"Carcinoma, Hepatocellular"
33854048,hsa-mir-133b,Esophageal Squamous Cell Carcinoma
33378019,hsa-mir-133b,Squamous Cell Carcinoma of Head and Neck
31978895,hsa-mir-133b,Cholangiocarcinoma
31885751,hsa-mir-133b,"Carcinoma, Non-Small-Cell Lung"
31715081,hsa-mir-133b,Pancreatic Carcinoma
31675755,hsa-mir-133b,Colorectal Neoplasms
31267540,hsa-mir-133b,Prostatic Neoplasms
35327465,hsa-mir-133b,Squamous Cell Carcinoma of Head and Neck
35116239,hsa-mir-133b,Colorectal Neoplasms
34558284,hsa-mir-133b,Heart Diseases
34306338,hsa-mir-133b,Triple Negative Breast Neoplasms
32627018,hsa-mir-133b,Atherosclerosis
31807021,hsa-mir-133b,"Carcinoma, Non-Small-Cell Lung"
31683259,hsa-mir-133b,Parkinson Disease
31532132,hsa-mir-133b,Muscular Atrophy
30398231,hsa-mir-133b,Cicatrix
30398231,hsa-mir-133b,Corneal Injuries
33816233,hsa-mir-133b,Glioma
32215262,hsa-mir-133b,Prostatic Neoplasms
33042331,hsa-mir-133b,Lung Neoplasms
32884288,hsa-mir-133b,Stomach Neoplasms
32547232,hsa-mir-133b,Uterine Cervical Neoplasms
32189153,hsa-mir-589,Breast Neoplasms
33541391,hsa-mir-589,"Carcinoma, Hepatocellular"
33061856,hsa-mir-589,Laryngeal Neoplasms
34926668,hsa-mir-1243,Hyperglycemia
35063035,hsa-mir-1243,Diabetic Retinopathy
33973132,hsa-mir-454,"Pneumonia, Mycoplasma"
33115978,hsa-mir-454,Nasopharyngeal Carcinoma
31270028,hsa-mir-454,Uterine Cervical Neoplasms
36076093,hsa-mir-454,"Cardiomyopathy, Dilated"
35368896,hsa-mir-454,"Carcinoma, Renal Cell"
33949117,hsa-mir-454,Heart Failure
32170966,hsa-mir-454,Squamous Cell Carcinoma of Head and Neck
36943627,hsa-mir-454,Breast Neoplasms
33413358,hsa-mir-454,Uterine Cervical Neoplasms
33363140,hsa-mir-454,Glioma
32536825,hsa-mir-454,Ovarian Neoplasms
33576460,hsa-mir-454,Nasopharyngeal Carcinoma
36299503,hsa-mir-6867,Gallbladder Neoplasms
34470574,hsa-mir-211,Colorectal Neoplasms
33500406,hsa-mir-211,"Carcinoma, Non-Small-Cell Lung"
33179096,hsa-mir-211,Triple Negative Breast Neoplasms
31880390,hsa-mir-211,"Carcinoma, Hepatocellular"
31241800,hsa-mir-211,"Carcinoma, Non-Small-Cell Lung"
30594782,hsa-mir-211,Intestinal Atresia
33953571,hsa-mir-211,Rectal Neoplasms
33688211,hsa-mir-211,Prostatic Neoplasms
33658048,hsa-mir-211,Squamous Cell Carcinoma of Head and Neck
32311346,hsa-mir-211,"Reperfusion Injury, Cerebral Ischemia"
33536579,hsa-mir-211,Triple Negative Breast Neoplasms
31692050,hsa-mir-211,"Carcinoma, Endometrioid"
31652435,hsa-mir-211,Osteosarcoma
31637455,hsa-mir-211,Uterine Cervical Neoplasms
